Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,086071,2000,01,25.5,Y
IDCJAC0002,086071,2000,02,30.1,Y
IDCJAC0002,086071,2000,03,26.3,Y
IDCJAC0002,086071,2000,04,21.8,Y
IDCJAC0002,086071,2000,05,16.6,Y
IDCJAC0002,086071,2000,06,14.6,Y
IDCJAC0002,086071,2000,07,14.4,Y
IDCJAC0002,086071,2000,08,15.7,Y
IDCJAC0002,086071,2000,09,18.3,Y
IDCJAC0002,086071,2000,10,19.1,Y
IDCJAC0002,086071,2000,11,23.8,Y
IDCJAC0002,086071,2000,12,26.2,Y
IDCJAC0002,086071,2001,01,29.1,Y
IDCJAC0002,086071,2001,02,29.1,Y
IDCJAC0002,086071,2001,03,24.3,Y
IDCJAC0002,086071,2001,04,20.5,Y
IDCJAC0002,086071,2001,05,17.0,Y
IDCJAC0002,086071,2001,06,15.8,Y
IDCJAC0002,086071,2001,07,14.7,Y
IDCJAC0002,086071,2001,08,15.5,Y
IDCJAC0002,086071,2001,09,19.4,Y
IDCJAC0002,086071,2001,10,19.5,Y
IDCJAC0002,086071,2001,11,20.9,Y
IDCJAC0002,086071,2001,12,21.5,Y
IDCJAC0002,086071,2002,01,25.1,Y
IDCJAC0002,086071,2002,02,25.4,Y
IDCJAC0002,086071,2002,03,24.3,Y
IDCJAC0002,086071,2002,04,22.2,Y
IDCJAC0002,086071,2002,05,18.8,Y
IDCJAC0002,086071,2002,06,15.8,Y
IDCJAC0002,086071,2002,07,15.3,Y
IDCJAC0002,086071,2002,08,16.4,Y
IDCJAC0002,086071,2002,09,18.8,Y
IDCJAC0002,086071,2002,10,21.0,Y
IDCJAC0002,086071,2002,11,23.5,Y
IDCJAC0002,086071,2002,12,24.5,Y
IDCJAC0002,086071,2003,01,27.5,Y
IDCJAC0002,086071,2003,02,26.1,Y
IDCJAC0002,086071,2003,03,24.3,Y
IDCJAC0002,086071,2003,04,21.2,Y
IDCJAC0002,086071,2003,05,18.8,Y
IDCJAC0002,086071,2003,06,15.4,Y
IDCJAC0002,086071,2003,07,14.7,Y
IDCJAC0002,086071,2003,08,15.0,Y
IDCJAC0002,086071,2003,09,17.4,Y
IDCJAC0002,086071,2003,10,17.7,Y
IDCJAC0002,086071,2003,11,23.7,Y
IDCJAC0002,086071,2003,12,27.2,Y
IDCJAC0002,086071,2004,01,24.6,Y
IDCJAC0002,086071,2004,02,26.0,Y
IDCJAC0002,086071,2004,03,23.8,Y
IDCJAC0002,086071,2004,04,21.5,Y
IDCJAC0002,086071,2004,05,17.4,Y
IDCJAC0002,086071,2004,06,14.9,Y
IDCJAC0002,086071,2004,07,14.2,Y
IDCJAC0002,086071,2004,08,16.4,Y
IDCJAC0002,086071,2004,09,17.3,Y
IDCJAC0002,086071,2004,10,21.1,Y
IDCJAC0002,086071,2004,11,22.4,Y
IDCJAC0002,086071,2004,12,24.9,Y
IDCJAC0002,086071,2005,01,26.5,Y
IDCJAC0002,086071,2005,02,24.4,Y
IDCJAC0002,086071,2005,03,23.9,Y
IDCJAC0002,086071,2005,04,24.1,Y
IDCJAC0002,086071,2005,05,18.5,Y
IDCJAC0002,086071,2005,06,16.3,Y
IDCJAC0002,086071,2005,07,15.3,Y
IDCJAC0002,086071,2005,08,16.2,Y
IDCJAC0002,086071,2005,09,18.2,Y
IDCJAC0002,086071,2005,10,21.4,Y
IDCJAC0002,086071,2005,11,24.5,Y
IDCJAC0002,086071,2005,12,27.7,Y
IDCJAC0002,086071,2006,01,27.7,Y
IDCJAC0002,086071,2006,02,25.3,Y
IDCJAC0002,086071,2006,03,26.1,Y
IDCJAC0002,086071,2006,04,19.3,Y
IDCJAC0002,086071,2006,05,16.5,Y
IDCJAC0002,086071,2006,06,14.3,Y
IDCJAC0002,086071,2006,07,14.5,Y
IDCJAC0002,086071,2006,08,17.0,Y
IDCJAC0002,086071,2006,09,19.7,Y
IDCJAC0002,086071,2006,10,21.9,Y
IDCJAC0002,086071,2006,11,22.5,Y
IDCJAC0002,086071,2006,12,25.4,Y
IDCJAC0002,086071,2007,01,27.9,Y
IDCJAC0002,086071,2007,02,29.0,Y
IDCJAC0002,086071,2007,03,25.8,Y
IDCJAC0002,086071,2007,04,22.7,Y
IDCJAC0002,086071,2007,05,19.6,Y
IDCJAC0002,086071,2007,06,14.1,Y
IDCJAC0002,086071,2007,07,13.8,Y
IDCJAC0002,086071,2007,08,17.3,Y
IDCJAC0002,086071,2007,09,18.8,Y
IDCJAC0002,086071,2007,10,21.4,Y
IDCJAC0002,086071,2007,11,24.4,Y
IDCJAC0002,086071,2007,12,26.8,Y
IDCJAC0002,086071,2008,01,27.9,Y
IDCJAC0002,086071,2008,02,24.9,Y
IDCJAC0002,086071,2008,03,27.1,Y
IDCJAC0002,086071,2008,04,21.0,Y
IDCJAC0002,086071,2008,05,17.3,Y
IDCJAC0002,086071,2008,06,15.8,Y
IDCJAC0002,086071,2008,07,14.2,Y
IDCJAC0002,086071,2008,08,14.7,Y
IDCJAC0002,086071,2008,09,19.4,Y
IDCJAC0002,086071,2008,10,22.1,Y
IDCJAC0002,086071,2008,11,23.0,Y
IDCJAC0002,086071,2008,12,23.3,Y
IDCJAC0002,086071,2009,01,28.6,Y
IDCJAC0002,086071,2009,02,28.1,Y
IDCJAC0002,086071,2009,03,24.3,Y
IDCJAC0002,086071,2009,04,21.0,Y
IDCJAC0002,086071,2009,05,17.9,Y
IDCJAC0002,086071,2009,06,15.6,Y
IDCJAC0002,086071,2009,07,15.2,Y
IDCJAC0002,086071,2009,08,16.9,Y
IDCJAC0002,086071,2009,09,18.6,Y
IDCJAC0002,086071,2009,10,19.9,Y
IDCJAC0002,086071,2009,11,27.1,Y
IDCJAC0002,086071,2009,12,25.9,Y
IDCJAC0002,086071,2010,01,27.5,Y
IDCJAC0002,086071,2010,02,28.2,Y
IDCJAC0002,086071,2010,03,26.2,Y
IDCJAC0002,086071,2010,04,22.9,Y
IDCJAC0002,086071,2010,05,18.2,Y
IDCJAC0002,086071,2010,06,14.6,Y
IDCJAC0002,086071,2010,07,14.6,Y
IDCJAC0002,086071,2010,08,14.7,Y
IDCJAC0002,086071,2010,09,16.5,Y
IDCJAC0002,086071,2010,10,20.7,Y
IDCJAC0002,086071,2010,11,23.2,Y
IDCJAC0002,086071,2010,12,24.8,Y
IDCJAC0002,086071,2011,01,26.5,Y
IDCJAC0002,086071,2011,02,25.3,Y
IDCJAC0002,086071,2011,03,23.5,Y
IDCJAC0002,086071,2011,04,21.2,Y
IDCJAC0002,086071,2011,05,16.3,Y
IDCJAC0002,086071,2011,06,15.8,Y
IDCJAC0002,086071,2011,07,14.6,Y
IDCJAC0002,086071,2011,08,17.4,Y
IDCJAC0002,086071,2011,09,19.4,Y
IDCJAC0002,086071,2011,10,20.8,Y
IDCJAC0002,086071,2011,11,24.5,Y
IDCJAC0002,086071,2011,12,25.1,Y
IDCJAC0002,086071,2012,01,27.4,Y
IDCJAC0002,086071,2012,02,27.0,Y
IDCJAC0002,086071,2012,03,23.7,Y
IDCJAC0002,086071,2012,04,21.9,Y
IDCJAC0002,086071,2012,05,17.0,Y
IDCJAC0002,086071,2012,06,14.4,Y
IDCJAC0002,086071,2012,07,14.9,Y
IDCJAC0002,086071,2012,08,15.2,Y
IDCJAC0002,086071,2012,09,18.6,Y
IDCJAC0002,086071,2012,10,20.8,Y
IDCJAC0002,086071,2012,11,23.3,Y
IDCJAC0002,086071,2012,12,25.7,Y
IDCJAC0002,086071,2013,01,27.3,Y
IDCJAC0002,086071,2013,02,29.2,Y
IDCJAC0002,086071,2013,03,27.6,Y
IDCJAC0002,086071,2013,04,21.3,Y
IDCJAC0002,086071,2013,05,18.1,Y
IDCJAC0002,086071,2013,06,15.4,Y
IDCJAC0002,086071,2013,07,15.9,Y
IDCJAC0002,086071,2013,08,16.5,Y
IDCJAC0002,086071,2013,09,20.1,Y
IDCJAC0002,086071,2013,10,19.8,Y
IDCJAC0002,086071,2013,11,22.0,Y
IDCJAC0002,086071,2013,12,24.7,Y
IDCJAC0002,086071,2014,01,28.6,Y
IDCJAC0002,086071,2014,02,28.4,Y
IDCJAC0002,086071,2014,03,25.4,Y
IDCJAC0002,086071,2014,04,21.1,Y
IDCJAC0002,086071,2014,05,19.3,Y
IDCJAC0002,086071,2014,06,15.8,Y
IDCJAC0002,086071,2014,07,14.7,Y
IDCJAC0002,086071,2014,08,16.2,Y
IDCJAC0002,086071,2014,09,19.3,Y
IDCJAC0002,086071,2014,10,22.6,Y
IDCJAC0002,086071,2014,11,23.9,Y
IDCJAC0002,086071,2014,12,25.0,Y
IDCJAC0002,086071,2015,01,30.6,Y
